rowid,p1,model_id
27816,1.6969206816695676e-35,2018-09-27--dl--response--segment_1
27820,2.3838510235084397e-39,2018-09-27--dl--response--segment_1
27821,5.2700216856539595e-39,2018-09-27--dl--response--segment_1
27824,6.406572638952082e-35,2018-09-27--dl--response--segment_1
27828,1.7911550062319887e-30,2018-09-27--dl--response--segment_1
27830,3.069293844948311e-38,2018-09-27--dl--response--segment_1
27832,1.3613899007569668e-37,2018-09-27--dl--response--segment_1
27833,1.1197969060524918e-33,2018-09-27--dl--response--segment_1
27834,7.950240874205262e-47,2018-09-27--dl--response--segment_1
27837,7.068809280354011e-35,2018-09-27--dl--response--segment_1
27839,6.8719409811212915e-28,2018-09-27--dl--response--segment_1
27840,5.5557587908540846e-33,2018-09-27--dl--response--segment_1
27841,3.4639005533501018e-34,2018-09-27--dl--response--segment_1
27842,5.1688367119398464e-40,2018-09-27--dl--response--segment_1
27844,7.150477455554366e-37,2018-09-27--dl--response--segment_1
27845,5.2602068271602414e-31,2018-09-27--dl--response--segment_1
27848,1.0853478784594722e-37,2018-09-27--dl--response--segment_1
27849,2.339354770338351e-35,2018-09-27--dl--response--segment_1
27851,1.3290789533387253e-31,2018-09-27--dl--response--segment_1
27853,1.2587704496430388e-36,2018-09-27--dl--response--segment_1
27859,5.456647078961424e-40,2018-09-27--dl--response--segment_1
27860,7.252338082132678e-44,2018-09-27--dl--response--segment_1
27863,6.679209896479257e-33,2018-09-27--dl--response--segment_1
27864,6.823762371802893e-36,2018-09-27--dl--response--segment_1
27869,4.621747715125099e-39,2018-09-27--dl--response--segment_1
27870,2.446150706852084e-38,2018-09-27--dl--response--segment_1
27874,1.963172218975177e-36,2018-09-27--dl--response--segment_1
27876,1.6620006783249117e-30,2018-09-27--dl--response--segment_1
27878,4.812594713668637e-35,2018-09-27--dl--response--segment_1
27879,8.769661444807882e-35,2018-09-27--dl--response--segment_1
27883,1.7814943217316676e-43,2018-09-27--dl--response--segment_1
27884,2.0758170729955868e-34,2018-09-27--dl--response--segment_1
27887,1.771800588222547e-35,2018-09-27--dl--response--segment_1
27892,6.090491576150677e-35,2018-09-27--dl--response--segment_1
27894,4.976139432942119e-32,2018-09-27--dl--response--segment_1
27896,1.0192486908746396e-40,2018-09-27--dl--response--segment_1
27900,1.4484546322466892e-30,2018-09-27--dl--response--segment_1
27901,3.977195186025183e-33,2018-09-27--dl--response--segment_1
27902,1.8383961175165765e-31,2018-09-27--dl--response--segment_1
27907,6.864004504909732e-37,2018-09-27--dl--response--segment_1
27908,2.009822978128845e-30,2018-09-27--dl--response--segment_1
27911,4.580969266067102e-31,2018-09-27--dl--response--segment_1
27913,1.3409324945543697e-34,2018-09-27--dl--response--segment_1
27914,9.061068150865201e-36,2018-09-27--dl--response--segment_1
27916,1.969378729028135e-39,2018-09-27--dl--response--segment_1
27919,5.687543812341364e-32,2018-09-27--dl--response--segment_1
27921,7.817910504683442e-33,2018-09-27--dl--response--segment_1
27922,1.1486701117072555e-32,2018-09-27--dl--response--segment_1
27928,4.5508136802683954e-35,2018-09-27--dl--response--segment_1
27929,9.151453719842037e-36,2018-09-27--dl--response--segment_1
27932,9.304399582372017e-27,2018-09-27--dl--response--segment_1
27933,2.119405535377489e-29,2018-09-27--dl--response--segment_1
27938,1.4180384068951534e-35,2018-09-27--dl--response--segment_1
27940,6.587522449036537e-36,2018-09-27--dl--response--segment_1
27947,4.82385299551705e-37,2018-09-27--dl--response--segment_1
27948,8.350950632915721e-30,2018-09-27--dl--response--segment_1
27949,1.1962339035810249e-36,2018-09-27--dl--response--segment_1
27953,2.4013021633523055e-36,2018-09-27--dl--response--segment_1
27954,5.171966540389709e-33,2018-09-27--dl--response--segment_1
27955,1.3009074906482328e-35,2018-09-27--dl--response--segment_1
27957,3.788704957663544e-37,2018-09-27--dl--response--segment_1
27958,1.6664377973744844e-42,2018-09-27--dl--response--segment_1
27959,6.566614655641435e-30,2018-09-27--dl--response--segment_1
27960,1.679965300181652e-39,2018-09-27--dl--response--segment_1
27961,1.3262416982751789e-39,2018-09-27--dl--response--segment_1
27964,2.7908515243930455e-32,2018-09-27--dl--response--segment_1
27966,7.384360111858085e-38,2018-09-27--dl--response--segment_1
27967,6.1134539492756964e-33,2018-09-27--dl--response--segment_1
27975,3.309831413581791e-31,2018-09-27--dl--response--segment_1
27980,6.864386504172182e-34,2018-09-27--dl--response--segment_1
27988,7.960320936107536e-30,2018-09-27--dl--response--segment_1
27994,4.902325848270438e-39,2018-09-27--dl--response--segment_1
27999,5.6403703746185405e-31,2018-09-27--dl--response--segment_1
28006,7.378388339343456e-38,2018-09-27--dl--response--segment_1
28012,3.137706375426045e-38,2018-09-27--dl--response--segment_1
28014,2.3682720521447926e-40,2018-09-27--dl--response--segment_1
28017,1.2042151549041044e-33,2018-09-27--dl--response--segment_1
28019,2.1186386886947948e-28,2018-09-27--dl--response--segment_1
28022,2.73356147537695e-44,2018-09-27--dl--response--segment_1
28023,2.2332708993550094e-34,2018-09-27--dl--response--segment_1
28024,1.069836725951446e-33,2018-09-27--dl--response--segment_1
28025,2.4248541232583473e-32,2018-09-27--dl--response--segment_1
28029,8.429582530985315e-30,2018-09-27--dl--response--segment_1
28031,6.742416156523887e-35,2018-09-27--dl--response--segment_1
28032,1.4333184455380012e-27,2018-09-27--dl--response--segment_1
28034,5.528485892981836e-37,2018-09-27--dl--response--segment_1
28038,1.0665243258292908e-35,2018-09-27--dl--response--segment_1
28040,5.277523397721939e-31,2018-09-27--dl--response--segment_1
28044,1.7597404749321698e-21,2018-09-27--dl--response--segment_1
28048,4.410656341478246e-31,2018-09-27--dl--response--segment_1
28053,5.404774426603174e-34,2018-09-27--dl--response--segment_1
28054,5.767829215265985e-37,2018-09-27--dl--response--segment_1
28056,6.4297809805680665e-027,2018-09-27--dl--response--segment_1
28059,2.9022914301028464e-31,2018-09-27--dl--response--segment_1
28060,7.129886744422744e-29,2018-09-27--dl--response--segment_1
28062,9.248194968334275e-35,2018-09-27--dl--response--segment_1
28063,8.24559057640516e-30,2018-09-27--dl--response--segment_1
28066,8.638668637326835e-30,2018-09-27--dl--response--segment_1
28068,1.8750444677097311e-31,2018-09-27--dl--response--segment_1
28071,2.340804126317136e-35,2018-09-27--dl--response--segment_1
28075,6.66462527872599e-28,2018-09-27--dl--response--segment_1
28077,6.746622718095129e-30,2018-09-27--dl--response--segment_1
28083,2.961321441143171e-32,2018-09-27--dl--response--segment_1
28085,1.4754238552712767e-34,2018-09-27--dl--response--segment_1
28092,7.124351441714263e-32,2018-09-27--dl--response--segment_1
28093,2.128311818232418e-28,2018-09-27--dl--response--segment_1
28096,1.901129980596754e-30,2018-09-27--dl--response--segment_1
28099,1.4832806469103395e-33,2018-09-27--dl--response--segment_1
28101,4.1026743849932315e-26,2018-09-27--dl--response--segment_1
28102,1.7512789089300073e-27,2018-09-27--dl--response--segment_1
28103,6.611354303922454e-32,2018-09-27--dl--response--segment_1
28104,6.587176359281071e-35,2018-09-27--dl--response--segment_1
28106,6.046408675601107e-26,2018-09-27--dl--response--segment_1
28109,6.698328354205009e-29,2018-09-27--dl--response--segment_1
28112,4.7540456764740126e-27,2018-09-27--dl--response--segment_1
28115,8.35333635530625e-30,2018-09-27--dl--response--segment_1
28118,1.1335959213822496e-33,2018-09-27--dl--response--segment_1
28119,1.2761439692684982e-30,2018-09-27--dl--response--segment_1
28121,2.6936044825234584e-30,2018-09-27--dl--response--segment_1
28122,2.1434116705939498e-27,2018-09-27--dl--response--segment_1
28123,4.332352929367463e-39,2018-09-27--dl--response--segment_1
28124,2.5988520685540228e-23,2018-09-27--dl--response--segment_1
28125,8.438125889960724e-31,2018-09-27--dl--response--segment_1
28126,2.977585625760843e-33,2018-09-27--dl--response--segment_1
28129,3.98193073303165e-32,2018-09-27--dl--response--segment_1
28133,2.9734852048177075e-29,2018-09-27--dl--response--segment_1
28137,5.366478791363544e-35,2018-09-27--dl--response--segment_1
28140,7.898635047179276e-32,2018-09-27--dl--response--segment_1
28141,3.6004529257034126e-29,2018-09-27--dl--response--segment_1
28146,1.431531784799629e-30,2018-09-27--dl--response--segment_1
28154,1.7069781507004323e-35,2018-09-27--dl--response--segment_1
28157,4.9836204014538426e-29,2018-09-27--dl--response--segment_1
28160,2.337794124898262e-30,2018-09-27--dl--response--segment_1
28171,1.274636024819153e-29,2018-09-27--dl--response--segment_1
28172,7.103626068849106e-29,2018-09-27--dl--response--segment_1
28173,7.3261792317400375e-34,2018-09-27--dl--response--segment_1
28174,2.155974985446326e-34,2018-09-27--dl--response--segment_1
28176,2.029442009595834e-31,2018-09-27--dl--response--segment_1
28177,1.2546187758173359e-36,2018-09-27--dl--response--segment_1
28178,1.2505652622897464e-31,2018-09-27--dl--response--segment_1
28179,7.235613993681762e-33,2018-09-27--dl--response--segment_1
28184,5.745193033017073e-28,2018-09-27--dl--response--segment_1
28186,1.1498726823077044e-32,2018-09-27--dl--response--segment_1
28187,5.020951164233943e-34,2018-09-27--dl--response--segment_1
28188,6.649036837311802e-34,2018-09-27--dl--response--segment_1
28190,1.3146638194434643e-32,2018-09-27--dl--response--segment_1
28194,1.393628032865298e-32,2018-09-27--dl--response--segment_1
28200,3.786302824436257e-36,2018-09-27--dl--response--segment_1
28204,9.191187024382103e-35,2018-09-27--dl--response--segment_1
28205,5.014590740244173e-35,2018-09-27--dl--response--segment_1
28207,7.032200739352404e-32,2018-09-27--dl--response--segment_1
28209,2.1508383944135553e-31,2018-09-27--dl--response--segment_1
28210,6.448595798517001e-33,2018-09-27--dl--response--segment_1
28213,7.280976299650998e-30,2018-09-27--dl--response--segment_1
28215,5.674199549854145e-27,2018-09-27--dl--response--segment_1
28217,9.983972219222475e-30,2018-09-27--dl--response--segment_1
28221,1.6230946861753947e-35,2018-09-27--dl--response--segment_1
28222,4.395300683177141e-30,2018-09-27--dl--response--segment_1
28224,4.57230163541144e-33,2018-09-27--dl--response--segment_1
28227,1.273992316693708e-34,2018-09-27--dl--response--segment_1
28228,1.7013237380850847e-31,2018-09-27--dl--response--segment_1
28233,2.762071511561654e-35,2018-09-27--dl--response--segment_1
28236,1.3581250062747435e-31,2018-09-27--dl--response--segment_1
28239,3.714258225508945e-35,2018-09-27--dl--response--segment_1
28240,8.735146713517057e-36,2018-09-27--dl--response--segment_1
28242,2.2347538706980236e-34,2018-09-27--dl--response--segment_1
28244,1.8897785681480017e-27,2018-09-27--dl--response--segment_1
28246,3.137758209265389e-29,2018-09-27--dl--response--segment_1
28250,3.059353247658929e-29,2018-09-27--dl--response--segment_1
28251,1.0895728695439699e-33,2018-09-27--dl--response--segment_1
28254,9.578342483056826e-28,2018-09-27--dl--response--segment_1
28255,2.0158700913071454e-30,2018-09-27--dl--response--segment_1
28257,2.5509269207886707e-25,2018-09-27--dl--response--segment_1
28261,1.6998240483955875e-27,2018-09-27--dl--response--segment_1
28262,3.713598413249131e-31,2018-09-27--dl--response--segment_1
28267,6.784480171655774e-32,2018-09-27--dl--response--segment_1
28274,1.393520074316457e-32,2018-09-27--dl--response--segment_1
28277,4.621261629709192e-36,2018-09-27--dl--response--segment_1
28279,7.228489005599682e-24,2018-09-27--dl--response--segment_1
28282,8.143469611915157e-32,2018-09-27--dl--response--segment_1
28283,5.565288773174676e-34,2018-09-27--dl--response--segment_1
28288,2.8940686624286288e-39,2018-09-27--dl--response--segment_1
28289,1.4621656935134664e-35,2018-09-27--dl--response--segment_1
28292,2.191899100996189e-32,2018-09-27--dl--response--segment_1
28295,1.3083468384228557e-37,2018-09-27--dl--response--segment_1
28297,3.2028699832709695e-31,2018-09-27--dl--response--segment_1
28298,1.6631398388729347e-27,2018-09-27--dl--response--segment_1
28301,1.5240042644065924e-34,2018-09-27--dl--response--segment_1
28302,2.4319458984676033e-33,2018-09-27--dl--response--segment_1
28304,7.701977115637842e-35,2018-09-27--dl--response--segment_1
28307,5.790839315568844e-36,2018-09-27--dl--response--segment_1
28308,3.862593719237538e-30,2018-09-27--dl--response--segment_1
28309,3.53001815611278e-35,2018-09-27--dl--response--segment_1
28312,2.2280201093754908e-38,2018-09-27--dl--response--segment_1
28313,1.684195671181685e-29,2018-09-27--dl--response--segment_1
28316,3.422531615302447e-33,2018-09-27--dl--response--segment_1
28318,5.905088490436404e-37,2018-09-27--dl--response--segment_1
28323,9.202852669499136e-34,2018-09-27--dl--response--segment_1
28324,3.916080633768717e-37,2018-09-27--dl--response--segment_1
28325,4.6786488729744544e-32,2018-09-27--dl--response--segment_1
28326,6.3619506486722874e-37,2018-09-27--dl--response--segment_1
28328,7.522870047679893e-31,2018-09-27--dl--response--segment_1
28332,9.355483752814387e-32,2018-09-27--dl--response--segment_1
28333,1.5403724609341228e-34,2018-09-27--dl--response--segment_1
28335,3.9354289744168724e-29,2018-09-27--dl--response--segment_1
28339,1.1169416003566468e-36,2018-09-27--dl--response--segment_1
28340,5.93983435817007e-36,2018-09-27--dl--response--segment_1
28344,1.3909385476352506e-37,2018-09-27--dl--response--segment_1
28346,9.628359337637961e-22,2018-09-27--dl--response--segment_1
28347,2.1979318931653775e-32,2018-09-27--dl--response--segment_1
28348,6.205771639547275e-28,2018-09-27--dl--response--segment_1
28354,8.75684483604661e-36,2018-09-27--dl--response--segment_1
28355,4.3613071232651266e-34,2018-09-27--dl--response--segment_1
28364,4.219404998169151e-37,2018-09-27--dl--response--segment_1
28369,9.787837699977031e-32,2018-09-27--dl--response--segment_1
28370,2.2264890689911996e-29,2018-09-27--dl--response--segment_1
28371,2.0659335883503013e-31,2018-09-27--dl--response--segment_1
28378,1.540932503370577e-33,2018-09-27--dl--response--segment_1
28380,4.320829868109441e-35,2018-09-27--dl--response--segment_1
28382,3.0188110445328345e-29,2018-09-27--dl--response--segment_1
28383,1.2954128728338587e-32,2018-09-27--dl--response--segment_1
28384,4.830543279727019e-36,2018-09-27--dl--response--segment_1
28386,3.275569781323106e-28,2018-09-27--dl--response--segment_1
28387,8.620926432515956e-33,2018-09-27--dl--response--segment_1
28389,2.5795602074749747e-29,2018-09-27--dl--response--segment_1
28391,1.0984670577928623e-36,2018-09-27--dl--response--segment_1
28393,2.14502679064898e-34,2018-09-27--dl--response--segment_1
28397,4.649427986066293e-31,2018-09-27--dl--response--segment_1
28401,6.703021423247305e-30,2018-09-27--dl--response--segment_1
28404,6.428329018798563e-38,2018-09-27--dl--response--segment_1
28405,1.945407524780991e-36,2018-09-27--dl--response--segment_1
28409,7.819004815840921e-37,2018-09-27--dl--response--segment_1
28415,1.1490398890650406e-30,2018-09-27--dl--response--segment_1
28416,1.3294702943489597e-29,2018-09-27--dl--response--segment_1
28418,2.8200437296380414e-36,2018-09-27--dl--response--segment_1
28420,8.164703757149401e-31,2018-09-27--dl--response--segment_1
28422,1.4616448529060054e-36,2018-09-27--dl--response--segment_1
28424,1.5925146753422512e-37,2018-09-27--dl--response--segment_1
28427,1.1620800134108414e-32,2018-09-27--dl--response--segment_1
28430,2.4893371543604743e-31,2018-09-27--dl--response--segment_1
28432,5.667714732815569e-36,2018-09-27--dl--response--segment_1
28434,1.0397576275642003e-38,2018-09-27--dl--response--segment_1
28435,1.605210225797625e-26,2018-09-27--dl--response--segment_1
28442,2.9861499775982747e-25,2018-09-27--dl--response--segment_1
28444,5.590109194699008e-38,2018-09-27--dl--response--segment_1
28445,8.40825477026646e-35,2018-09-27--dl--response--segment_1
28446,4.722789764865294e-34,2018-09-27--dl--response--segment_1
28447,7.081933314164986e-35,2018-09-27--dl--response--segment_1
28451,6.918886153632395e-38,2018-09-27--dl--response--segment_1
28454,1.4283819572610536e-32,2018-09-27--dl--response--segment_1
28459,2.1596403150340955e-34,2018-09-27--dl--response--segment_1
28464,4.657689252248946e-36,2018-09-27--dl--response--segment_1
28465,1.0242900935144444e-27,2018-09-27--dl--response--segment_1
28474,5.811604856201928e-35,2018-09-27--dl--response--segment_1
28475,1.2002949716026898e-29,2018-09-27--dl--response--segment_1
28478,5.685188461739721e-36,2018-09-27--dl--response--segment_1
28482,3.556085686236964e-36,2018-09-27--dl--response--segment_1
28496,1.2939064357901976e-30,2018-09-27--dl--response--segment_1
28497,1.3283185014438825e-32,2018-09-27--dl--response--segment_1
28502,5.474863016483439e-31,2018-09-27--dl--response--segment_1
28511,1.939653262376049e-30,2018-09-27--dl--response--segment_1
28512,1.3433882732079512e-34,2018-09-27--dl--response--segment_1
28514,5.322841639812175e-34,2018-09-27--dl--response--segment_1
28517,3.9313578811562535e-30,2018-09-27--dl--response--segment_1
28518,3.7877733484628236e-35,2018-09-27--dl--response--segment_1
28519,6.942328161097103e-40,2018-09-27--dl--response--segment_1
28520,4.095349898743545e-33,2018-09-27--dl--response--segment_1
28521,5.005960665899491e-29,2018-09-27--dl--response--segment_1
28522,8.01318325250678e-34,2018-09-27--dl--response--segment_1
28523,1.1717768603471787e-35,2018-09-27--dl--response--segment_1
28526,1.3422076540669264e-28,2018-09-27--dl--response--segment_1
28532,2.6988187644289363e-31,2018-09-27--dl--response--segment_1
28533,8.048113841136521e-33,2018-09-27--dl--response--segment_1
28534,4.075896747459342e-28,2018-09-27--dl--response--segment_1
28538,3.8853279010018636e-33,2018-09-27--dl--response--segment_1
28539,3.4314547734993015e-27,2018-09-27--dl--response--segment_1
28544,1.0332847614536855e-30,2018-09-27--dl--response--segment_1
28546,2.511007979226692e-26,2018-09-27--dl--response--segment_1
28549,1.825524865804458e-27,2018-09-27--dl--response--segment_1
28553,5.042441570288836e-32,2018-09-27--dl--response--segment_1
28555,7.753335901228402e-36,2018-09-27--dl--response--segment_1
28556,1.2680882464282293e-25,2018-09-27--dl--response--segment_1
28560,1.989130208629912e-33,2018-09-27--dl--response--segment_1
28561,3.2625191166280083e-31,2018-09-27--dl--response--segment_1
28566,1.0054296666442785e-32,2018-09-27--dl--response--segment_1
28568,9.129723270763557e-34,2018-09-27--dl--response--segment_1
28576,1.1134679169053669e-34,2018-09-27--dl--response--segment_1
28579,4.704472444598352e-30,2018-09-27--dl--response--segment_1
28580,3.922733821868235e-33,2018-09-27--dl--response--segment_1
28583,2.5064254491726957e-30,2018-09-27--dl--response--segment_1
28585,1.8638736945777236e-30,2018-09-27--dl--response--segment_1
28588,1.851400507592854e-33,2018-09-27--dl--response--segment_1
28590,1.4827508684213601e-36,2018-09-27--dl--response--segment_1
28591,8.757204556975211e-30,2018-09-27--dl--response--segment_1
28597,3.2161685344671425e-29,2018-09-27--dl--response--segment_1
28600,1.0027013465207126e-33,2018-09-27--dl--response--segment_1
28605,8.090956100555233e-30,2018-09-27--dl--response--segment_1
28609,5.258630190164408e-34,2018-09-27--dl--response--segment_1
28611,3.633851958167093e-30,2018-09-27--dl--response--segment_1
28613,2.1943977924537658e-30,2018-09-27--dl--response--segment_1
28614,3.869507468081674e-27,2018-09-27--dl--response--segment_1
28615,3.5322338831848853e-32,2018-09-27--dl--response--segment_1
28619,4.8558962229481196e-33,2018-09-27--dl--response--segment_1
28629,2.263618345914237e-32,2018-09-27--dl--response--segment_1
28631,6.858065089146313e-35,2018-09-27--dl--response--segment_1
28633,4.045382738364498e-27,2018-09-27--dl--response--segment_1
28635,4.0965468124055826e-29,2018-09-27--dl--response--segment_1
28639,8.219752794852323e-31,2018-09-27--dl--response--segment_1
28640,7.0858725436859615e-28,2018-09-27--dl--response--segment_1
28641,3.475429416568616e-33,2018-09-27--dl--response--segment_1
28643,3.136784152917469e-29,2018-09-27--dl--response--segment_1
28644,3.869284454120709e-32,2018-09-27--dl--response--segment_1
28646,2.4745533274562645e-33,2018-09-27--dl--response--segment_1
28651,4.350991010937279e-34,2018-09-27--dl--response--segment_1
28652,1.81790046508245e-34,2018-09-27--dl--response--segment_1
28654,6.252473624205269e-37,2018-09-27--dl--response--segment_1
28659,1.7743497188075175e-35,2018-09-27--dl--response--segment_1
28663,5.6500377698370225e-031,2018-09-27--dl--response--segment_1
28664,8.17609027592859e-31,2018-09-27--dl--response--segment_1
28666,9.125773736012938e-36,2018-09-27--dl--response--segment_1
28667,3.1152421458597786e-34,2018-09-27--dl--response--segment_1
28668,2.2114949736489394e-34,2018-09-27--dl--response--segment_1
28672,5.35992687375914e-32,2018-09-27--dl--response--segment_1
28674,1.497417418437979e-30,2018-09-27--dl--response--segment_1
28676,7.620118434467322e-30,2018-09-27--dl--response--segment_1
28677,5.635610291413404e-31,2018-09-27--dl--response--segment_1
28678,1.4723437447386e-31,2018-09-27--dl--response--segment_1
28680,1.6017134512670888e-27,2018-09-27--dl--response--segment_1
28681,8.780837018501873e-31,2018-09-27--dl--response--segment_1
28684,5.237392629578527e-31,2018-09-27--dl--response--segment_1
28687,1.8314736670124078e-36,2018-09-27--dl--response--segment_1
28688,5.194350384275708e-31,2018-09-27--dl--response--segment_1
28689,9.805802598827621e-29,2018-09-27--dl--response--segment_1
28692,5.623088201724187e-36,2018-09-27--dl--response--segment_1
28702,1.8745353258928404e-30,2018-09-27--dl--response--segment_1
28709,2.2839169790217808e-35,2018-09-27--dl--response--segment_1
28712,6.493984800078367e-30,2018-09-27--dl--response--segment_1
28713,8.102217482829506e-34,2018-09-27--dl--response--segment_1
28718,1.41160224318535e-26,2018-09-27--dl--response--segment_1
28720,3.413687286596281e-34,2018-09-27--dl--response--segment_1
28721,3.03568387057793e-36,2018-09-27--dl--response--segment_1
28723,1.8665221163364054e-33,2018-09-27--dl--response--segment_1
28724,9.54932730090463e-33,2018-09-27--dl--response--segment_1
28730,2.431647568565775e-27,2018-09-27--dl--response--segment_1
28731,7.391677105404007e-31,2018-09-27--dl--response--segment_1
28732,7.507604438208931e-31,2018-09-27--dl--response--segment_1
28735,2.4159138582843806e-27,2018-09-27--dl--response--segment_1
28737,2.2766232060877076e-25,2018-09-27--dl--response--segment_1
28742,4.7913857938909924e-32,2018-09-27--dl--response--segment_1
28743,5.644586149596757e-34,2018-09-27--dl--response--segment_1
28744,4.3084660486519855e-34,2018-09-27--dl--response--segment_1
28745,3.3218239573525095e-31,2018-09-27--dl--response--segment_1
28746,1.3808585270709362e-29,2018-09-27--dl--response--segment_1
28748,1.7188709926276564e-29,2018-09-27--dl--response--segment_1
28749,6.597966085487158e-34,2018-09-27--dl--response--segment_1
28752,2.2772539114202303e-35,2018-09-27--dl--response--segment_1
28754,3.080336083910874e-33,2018-09-27--dl--response--segment_1
28759,1.31527801805509e-32,2018-09-27--dl--response--segment_1
28760,4.8452676688220426e-32,2018-09-27--dl--response--segment_1
28764,4.8487211575491286e-32,2018-09-27--dl--response--segment_1
28767,8.617766159636232e-37,2018-09-27--dl--response--segment_1
28771,2.684138246665325e-37,2018-09-27--dl--response--segment_1
28774,1.657337554521909e-35,2018-09-27--dl--response--segment_1
28775,6.077953689021223e-35,2018-09-27--dl--response--segment_1
28778,9.864764400457642e-37,2018-09-27--dl--response--segment_1
28780,9.622850986634407e-33,2018-09-27--dl--response--segment_1
28782,1.1930874881723793e-31,2018-09-27--dl--response--segment_1
28784,1.0865570790122301e-28,2018-09-27--dl--response--segment_1
28785,3.0738469320158154e-30,2018-09-27--dl--response--segment_1
28786,1.5101584573040418e-34,2018-09-27--dl--response--segment_1
28788,6.305901391615954e-32,2018-09-27--dl--response--segment_1
28791,3.0233912282882025e-35,2018-09-27--dl--response--segment_1
28792,1.1923626694289857e-33,2018-09-27--dl--response--segment_1
28794,6.958931635776958e-32,2018-09-27--dl--response--segment_1
28795,1.8025734606098932e-28,2018-09-27--dl--response--segment_1
28796,9.49909924590019e-31,2018-09-27--dl--response--segment_1
28798,2.3161993989093353e-29,2018-09-27--dl--response--segment_1
28801,3.2644981098935733e-29,2018-09-27--dl--response--segment_1
28802,2.9412919405906287e-31,2018-09-27--dl--response--segment_1
28804,3.146958406485863e-30,2018-09-27--dl--response--segment_1
28806,6.652115346560331e-31,2018-09-27--dl--response--segment_1
28808,4.597522185313433e-34,2018-09-27--dl--response--segment_1
28809,2.6257535034094384e-32,2018-09-27--dl--response--segment_1
28811,1.168045173548045e-32,2018-09-27--dl--response--segment_1
28814,1.5090397757158224e-30,2018-09-27--dl--response--segment_1
28821,1.2592288472272897e-26,2018-09-27--dl--response--segment_1
28824,1.60983374815331e-29,2018-09-27--dl--response--segment_1
28825,1.0645186196958034e-32,2018-09-27--dl--response--segment_1
28826,7.355833196030608e-28,2018-09-27--dl--response--segment_1
28827,3.929324290289738e-30,2018-09-27--dl--response--segment_1
28829,5.649199808277026e-37,2018-09-27--dl--response--segment_1
28830,4.69385216696136e-30,2018-09-27--dl--response--segment_1
28833,3.5711975464154873e-28,2018-09-27--dl--response--segment_1
28841,1.044075950224593e-27,2018-09-27--dl--response--segment_1
28842,2.2846742609853867e-35,2018-09-27--dl--response--segment_1
28847,3.934217602935708e-33,2018-09-27--dl--response--segment_1
28850,2.098079691887534e-34,2018-09-27--dl--response--segment_1
28851,1.6520790554357916e-29,2018-09-27--dl--response--segment_1
28855,1.9341257608032115e-34,2018-09-27--dl--response--segment_1
28856,1.0433717492707518e-30,2018-09-27--dl--response--segment_1
28859,3.225530408804397e-26,2018-09-27--dl--response--segment_1
28860,7.740711222086476e-30,2018-09-27--dl--response--segment_1
28861,2.005215187979762e-31,2018-09-27--dl--response--segment_1
28870,2.151969031219325e-35,2018-09-27--dl--response--segment_1
28871,3.712357037096312e-30,2018-09-27--dl--response--segment_1
28873,5.008483511901917e-31,2018-09-27--dl--response--segment_1
28877,5.397576244172902e-34,2018-09-27--dl--response--segment_1
28878,2.370723430526616e-27,2018-09-27--dl--response--segment_1
28879,1.4041917072491173e-32,2018-09-27--dl--response--segment_1
28881,1.0921062536953511e-27,2018-09-27--dl--response--segment_1
28897,1.8149815000845151e-35,2018-09-27--dl--response--segment_1
28900,1.4614067225813472e-31,2018-09-27--dl--response--segment_1
28901,1.9591826955168766e-28,2018-09-27--dl--response--segment_1
28902,3.801169150978881e-35,2018-09-27--dl--response--segment_1
28904,4.190244624058023e-31,2018-09-27--dl--response--segment_1
28910,1.7118173382456755e-35,2018-09-27--dl--response--segment_1
28913,6.679501466813918e-32,2018-09-27--dl--response--segment_1
28915,1.4632840626928384e-29,2018-09-27--dl--response--segment_1
28919,4.4952086468988244e-30,2018-09-27--dl--response--segment_1
28920,7.504533064111022e-34,2018-09-27--dl--response--segment_1
28928,9.366892231264629e-29,2018-09-27--dl--response--segment_1
28929,2.702832643933221e-26,2018-09-27--dl--response--segment_1
28933,1.8414563314583118e-29,2018-09-27--dl--response--segment_1
28935,7.672703478921278e-36,2018-09-27--dl--response--segment_1
28940,5.9457425286811885e-28,2018-09-27--dl--response--segment_1
28941,1.8673909690295294e-36,2018-09-27--dl--response--segment_1
28945,4.720590811935191e-28,2018-09-27--dl--response--segment_1
28947,4.648286766619598e-29,2018-09-27--dl--response--segment_1
28948,4.856382706006025e-26,2018-09-27--dl--response--segment_1
28953,2.7024401691852175e-30,2018-09-27--dl--response--segment_1
28956,1.0793556743181576e-27,2018-09-27--dl--response--segment_1
28960,1.8633775087427314e-32,2018-09-27--dl--response--segment_1
28962,4.536121036849618e-31,2018-09-27--dl--response--segment_1
28963,2.3935347067490801e-32,2018-09-27--dl--response--segment_1
28964,9.574595385061677e-29,2018-09-27--dl--response--segment_1
28966,2.2371990931611926e-35,2018-09-27--dl--response--segment_1
28968,3.954011042743031e-32,2018-09-27--dl--response--segment_1
28970,4.588976334909567e-34,2018-09-27--dl--response--segment_1
28973,2.981931772187249e-33,2018-09-27--dl--response--segment_1
28977,2.12194204053484e-28,2018-09-27--dl--response--segment_1
28981,2.8122633686277955e-35,2018-09-27--dl--response--segment_1
28982,2.354645567322064e-31,2018-09-27--dl--response--segment_1
28983,4.9752869600581e-35,2018-09-27--dl--response--segment_1
28989,2.311709457119239e-35,2018-09-27--dl--response--segment_1
28991,1.3183075267995275e-30,2018-09-27--dl--response--segment_1
